url,Perfume,Brand,Country,Gender,Rating Value,Rating Count,Year,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,accords_list,accords_weighted,perfil_texto,cluster
https://www.fragrantica.com/perfume/la-martina/adios-pampamia-hombre-36343.html,adios pampamia hombre,la martina,Argentina,men,"3,59",29,2011,pepper  aldehydes  incense,orange blossom  ylang ylang,tolu balsam  vanilla  benzoin,amber,warm spicy,vanilla,powdery,balsamic,"['amber', 'warm spicy', 'vanilla', 'powdery', 'balsamic']",amber amber amber amber amber warm spicy warm spicy warm spicy warm spicy vanilla vanilla vanilla powdery powdery balsamic,perfume: adios pampamia hombre. brand: la martina. gender: men. country: Argentina. year: 2011. top notes: pepper  aldehydes  incense. middle notes: orange blossom  ylang ylang. base notes: tolu balsam  vanilla  benzoin. main accords: amber amber amber amber amber warm spicy warm spicy warm spicy warm spicy vanilla vanilla vanilla powdery powdery balsamic.,0
https://www.fragrantica.com/perfume/heretic-parfums/dirty-vanilla-63942.html,dirty vanilla,heretic parfums,USA,unisex,"3,59",137,2020,cedar  coriander  ho wood,vanilla,vanilla  patchouli  vetiver  styrax  sandalwood,woody,vanilla,aromatic,patchouli,earthy,"['woody', 'vanilla', 'aromatic', 'patchouli', 'earthy']",woody woody woody woody woody vanilla vanilla vanilla vanilla aromatic aromatic aromatic patchouli patchouli earthy,perfume: dirty vanilla. brand: heretic parfums. gender: unisex. country: USA. year: 2020. top notes: cedar  coriander  ho wood. middle notes: vanilla. base notes: vanilla  patchouli  vetiver  styrax  sandalwood. main accords: woody woody woody woody woody vanilla vanilla vanilla vanilla aromatic aromatic aromatic patchouli patchouli earthy.,3
https://www.fragrantica.com/perfume/gianfranco-ferre/in-the-mood-for-love-tender-11965.html,in the mood for love tender,gianfranco ferre,Italy,women,"3,59",345,2011,aldehydes  tangerine  cassis,lotus  jasmine  rose,cypress  musk  benzoin,floral,aldehydic,citrus,fresh,aromatic,"['floral', 'aldehydic', 'citrus', 'fresh', 'aromatic']",floral floral floral floral floral aldehydic aldehydic aldehydic aldehydic citrus citrus citrus fresh fresh aromatic,perfume: in the mood for love tender. brand: gianfranco ferre. gender: women. country: Italy. year: 2011. top notes: aldehydes  tangerine  cassis. middle notes: lotus  jasmine  rose. base notes: cypress  musk  benzoin. main accords: floral floral floral floral floral aldehydic aldehydic aldehydic aldehydic citrus citrus citrus fresh fresh aromatic.,2
https://www.fragrantica.com/perfume/fiorucci/nuit-rose-34502.html,nuit rose,fiorucci,Italy,women,"3,59",182,2015,champagne  pink pepper  litchi,rose  peach blossom  freesia,raspberry  musk  woody notes,fruity,floral,rose,champagne,sweet,"['fruity', 'floral', 'rose', 'champagne', 'sweet']",fruity fruity fruity fruity fruity floral floral floral floral rose rose rose champagne champagne sweet,perfume: nuit rose. brand: fiorucci. gender: women. country: Italy. year: 2015. top notes: champagne  pink pepper  litchi. middle notes: rose  peach blossom  freesia. base notes: raspberry  musk  woody notes. main accords: fruity fruity fruity fruity fruity floral floral floral floral rose rose rose champagne champagne sweet.,4
https://www.fragrantica.com/perfume/esteban/oriental-flower-3395.html,oriental flower,esteban,France,women,"3,59",41,2008,aldehydes  mandarin orange,tuberose  lavender  orange blossom,cedar  vanilla,white floral,citrus,tuberose,lavender,aldehydic,"['white floral', 'citrus', 'tuberose', 'lavender', 'aldehydic']",white floral white floral white floral white floral white floral citrus citrus citrus citrus tuberose tuberose tuberose lavender lavender aldehydic,perfume: oriental flower. brand: esteban. gender: women. country: France. year: 2008. top notes: aldehydes  mandarin orange. middle notes: tuberose  lavender  orange blossom. base notes: cedar  vanilla. main accords: white floral white floral white floral white floral white floral citrus citrus citrus citrus tuberose tuberose tuberose lavender lavender aldehydic.,2
https://www.fragrantica.com/perfume/esse-strikes-the-notes/anita-49317.html,anita,esse strikes the notes,Italy,women,"3,59",56,2018,tuberose  jasmine  gardenia  cyclamen  rangoon creeper  orange blossom  violet,peony  lily of the valley  rose  sandalwood  cashmere wood  black pepper,white musk  vanilla  white amber  ambrette (musk mallow),white floral,floral,fresh,tuberose,musky,"['white floral', 'floral', 'fresh', 'tuberose', 'musky']",white floral white floral white floral white floral white floral floral floral floral floral fresh fresh fresh tuberose tuberose musky,perfume: anita. brand: esse strikes the notes. gender: women. country: Italy. year: 2018. top notes: tuberose  jasmine  gardenia  cyclamen  rangoon creeper  orange blossom  violet. middle notes: peony  lily of the valley  rose  sandalwood  cashmere wood  black pepper. base notes: white musk  vanilla  white amber  ambrette (musk mallow). main accords: white floral white floral white floral white floral white floral floral floral floral floral fresh fresh fresh tuberose tuberose musky.,2
https://www.fragrantica.com/perfume/eon-productions/james-bond-007-15944.html,james bond 007,eon productions,UK,men,"3,59",591,2012,apple  bergamot  geranium,lavender  cardamom  rose,sandalwood  patchouli  vetiver  moss,aromatic,woody,fresh spicy,fruity,warm spicy,"['aromatic', 'woody', 'fresh spicy', 'fruity', 'warm spicy']",aromatic aromatic aromatic aromatic aromatic woody woody woody woody fresh spicy fresh spicy fresh spicy fruity fruity warm spicy,perfume: james bond 007. brand: eon productions. gender: men. country: UK. year: 2012. top notes: apple  bergamot  geranium. middle notes: lavender  cardamom  rose. base notes: sandalwood  patchouli  vetiver  moss. main accords: aromatic aromatic aromatic aromatic aromatic woody woody woody woody fresh spicy fresh spicy fresh spicy fruity fruity warm spicy.,1
https://www.fragrantica.com/perfume/eon-productions/james-bond-007-ocean-royale-17832.html,james bond 007 ocean royale,eon productions,UK,men,"3,59",203,2013,sea notes  lime  bergamot  seaweed  anise,iris  teak wood  cedar,tonka bean  sandalwood  coffee  guaiac wood,citrus,woody,marine,aromatic,aquatic,"['citrus', 'woody', 'marine', 'aromatic', 'aquatic']",citrus citrus citrus citrus citrus woody woody woody woody marine marine marine aromatic aromatic aquatic,perfume: james bond 007 ocean royale. brand: eon productions. gender: men. country: UK. year: 2013. top notes: sea notes  lime  bergamot  seaweed  anise. middle notes: iris  teak wood  cedar. base notes: tonka bean  sandalwood  coffee  guaiac wood. main accords: citrus citrus citrus citrus citrus woody woody woody woody marine marine marine aromatic aromatic aquatic.,1
https://www.fragrantica.com/perfume/emper/lady-presidente-22137.html,lady presidente,emper,UAE,women,"3,59",63,,mango  nectarine  blood orange,raspberry  lotus  star apple  water lily,musk  sandalwood  coconut,fruity,sweet,tropical,powdery,floral,"['fruity', 'sweet', 'tropical', 'powdery', 'floral']",fruity fruity fruity fruity fruity sweet sweet sweet sweet tropical tropical tropical powdery powdery floral,perfume: lady presidente. brand: emper. gender: women. country: UAE. year: . top notes: mango  nectarine  blood orange. middle notes: raspberry  lotus  star apple  water lily. base notes: musk  sandalwood  coconut. main accords: fruity fruity fruity fruity fruity sweet sweet sweet sweet tropical tropical tropical powdery powdery floral.,4
https://www.fragrantica.com/perfume/emper/saga-22145.html,saga,emper,UAE,women,"3,59",34,,litchi  bergamot,sandalwood  jasmine  bulgarian rose,vanilla  white musk,woody,powdery,vanilla,fruity,white floral,"['woody', 'powdery', 'vanilla', 'fruity', 'white floral']",woody woody woody woody woody powdery powdery powdery powdery vanilla vanilla vanilla fruity fruity white floral,perfume: saga. brand: emper. gender: women. country: UAE. year: . top notes: litchi  bergamot. middle notes: sandalwood  jasmine  bulgarian rose. base notes: vanilla  white musk. main accords: woody woody woody woody woody powdery powdery powdery powdery vanilla vanilla vanilla fruity fruity white floral.,3
https://www.fragrantica.com/perfume/emanuel-ungaro/apparition-898.html,apparition,emanuel ungaro,France,women,"3,59",735,2004,raspberry  sweet pepper,passion flower  rose,vanilla  patchouli  tonka bean  amber  heliotrope,fruity,sweet,vanilla,warm spicy,rose,"['fruity', 'sweet', 'vanilla', 'warm spicy', 'rose']",fruity fruity fruity fruity fruity sweet sweet sweet sweet vanilla vanilla vanilla warm spicy warm spicy rose,perfume: apparition. brand: emanuel ungaro. gender: women. country: France. year: 2004. top notes: raspberry  sweet pepper. middle notes: passion flower  rose. base notes: vanilla  patchouli  tonka bean  amber  heliotrope. main accords: fruity fruity fruity fruity fruity sweet sweet sweet sweet vanilla vanilla vanilla warm spicy warm spicy rose.,4
https://www.fragrantica.com/perfume/dilis-parfum/dilis-classic-collection-no-21-30873.html,dilis classic collection no 21,dilis parfum,Turkey,women,"3,59",46,2002,mint  reed  green lilac  mandarin orange,water lily  pepper  rose  violet  white peach  amaryllis,vanilla  cedar,floral,green,fresh spicy,fresh,aromatic,"['floral', 'green', 'fresh spicy', 'fresh', 'aromatic']",floral floral floral floral floral green green green green fresh spicy fresh spicy fresh spicy fresh fresh aromatic,perfume: dilis classic collection no 21. brand: dilis parfum. gender: women. country: Turkey. year: 2002. top notes: mint  reed  green lilac  mandarin orange. middle notes: water lily  pepper  rose  violet  white peach  amaryllis. base notes: vanilla  cedar. main accords: floral floral floral floral floral green green green green fresh spicy fresh spicy fresh spicy fresh fresh aromatic.,2
https://www.fragrantica.com/perfume/dedcool/ivy-blanc-52321.html,ivy blanc,dedcool,USA,unisex,"3,59",39,2018,pink pepper  sandalwood,oakmoss  amber,bergamot  incense,amber,woody,mossy,citrus,earthy,"['amber', 'woody', 'mossy', 'citrus', 'earthy']",amber amber amber amber amber woody woody woody woody mossy mossy mossy citrus citrus earthy,perfume: ivy blanc. brand: dedcool. gender: unisex. country: USA. year: 2018. top notes: pink pepper  sandalwood. middle notes: oakmoss  amber. base notes: bergamot  incense. main accords: amber amber amber amber amber woody woody woody woody mossy mossy mossy citrus citrus earthy.,3
https://www.fragrantica.com/perfume/christian-lacroix/noir-1017.html,noir,christian lacroix,France,men,"3,59",69,,ginger  saffron  licorice,cardamom  orris root  ambergris  incense  iris  moss,white cedar extract  vetiver  musk  aromatic notes  driftwood,warm spicy,woody,aromatic,powdery,earthy,"['warm spicy', 'woody', 'aromatic', 'powdery', 'earthy']",warm spicy warm spicy warm spicy warm spicy warm spicy woody woody woody woody aromatic aromatic aromatic powdery powdery earthy,perfume: noir. brand: christian lacroix. gender: men. country: France. year: . top notes: ginger  saffron  licorice. middle notes: cardamom  orris root  ambergris  incense  iris  moss. base notes: white cedar extract  vetiver  musk  aromatic notes  driftwood. main accords: warm spicy warm spicy warm spicy warm spicy warm spicy woody woody woody woody aromatic aromatic aromatic powdery powdery earthy.,0
https://www.fragrantica.com/perfume/bohoboco/eternal-lily-amber-77856.html,eternal lily amber,bohoboco,Poland,unisex,"3,59",110,2022,granny smith apple  sicilian mandarin,lily  turkish rose  jasmine,amber  patchouli  madagascar vanilla,white floral,rose,fruity,amber,soft spicy,"['white floral', 'rose', 'fruity', 'amber', 'soft spicy']",white floral white floral white floral white floral white floral rose rose rose rose fruity fruity fruity amber amber soft spicy,perfume: eternal lily amber. brand: bohoboco. gender: unisex. country: Poland. year: 2022. top notes: granny smith apple  sicilian mandarin. middle notes: lily  turkish rose  jasmine. base notes: amber  patchouli  madagascar vanilla. main accords: white floral white floral white floral white floral white floral rose rose rose rose fruity fruity fruity amber amber soft spicy.,2
https://www.fragrantica.com/perfume/beverly-hills-polo-club/mystique-56610.html,mystique,beverly hills polo club,USA,women,"3,59",34,2018,orange blossom  lemon zest  orange,white flowers  tiare flower  neroli,patchouli  oakmoss,white floral,citrus,,,,"['white floral', 'citrus']",white floral white floral white floral white floral white floral citrus citrus citrus citrus,perfume: mystique. brand: beverly hills polo club. gender: women. country: USA. year: 2018. top notes: orange blossom  lemon zest  orange. middle notes: white flowers  tiare flower  neroli. base notes: patchouli  oakmoss. main accords: white floral white floral white floral white floral white floral citrus citrus citrus citrus.,2
https://www.fragrantica.com/perfume/betty-barclay/pure-pastel-mint-43472.html,pure pastel mint,betty barclay,Germany,women,"3,59",115,2017,black currant  yuzu  pink pepper,tea rose  cyclamen  ylang ylang,musk  sandalwood,floral,fruity,rose,musky,citrus,"['floral', 'fruity', 'rose', 'musky', 'citrus']",floral floral floral floral floral fruity fruity fruity fruity rose rose rose musky musky citrus,perfume: pure pastel mint. brand: betty barclay. gender: women. country: Germany. year: 2017. top notes: black currant  yuzu  pink pepper. middle notes: tea rose  cyclamen  ylang ylang. base notes: musk  sandalwood. main accords: floral floral floral floral floral fruity fruity fruity fruity rose rose rose musky musky citrus.,4
https://www.fragrantica.com/perfume/betty-barclay/pure-pastel-peach-50116.html,pure pastel peach,betty barclay,Germany,women,"3,59",29,2018,peach  passionfruit  grapefruit,frangipani  jasmine  violet leaf,vanilla  cashmeran  tonka bean,fruity,vanilla,sweet,tropical,powdery,"['fruity', 'vanilla', 'sweet', 'tropical', 'powdery']",fruity fruity fruity fruity fruity vanilla vanilla vanilla vanilla sweet sweet sweet tropical tropical powdery,perfume: pure pastel peach. brand: betty barclay. gender: women. country: Germany. year: 2018. top notes: peach  passionfruit  grapefruit. middle notes: frangipani  jasmine  violet leaf. base notes: vanilla  cashmeran  tonka bean. main accords: fruity fruity fruity fruity fruity vanilla vanilla vanilla vanilla sweet sweet sweet tropical tropical powdery.,4
https://www.fragrantica.com/perfume/au-pays-de-la-fleur-d-oranger/eau-de-virginie-43631.html,eau de virginie,au pays de la fleur d oranger,France,women,"3,59",27,2017,cardamom  pink pepper  bergamot,tuberose  mimosa  ylang ylang  gardenia,sandalwood  vanilla  sweet notes,tuberose,white floral,warm spicy,yellow floral,aromatic,"['tuberose', 'white floral', 'warm spicy', 'yellow floral', 'aromatic']",tuberose tuberose tuberose tuberose tuberose white floral white floral white floral white floral warm spicy warm spicy warm spicy yellow floral yellow floral aromatic,perfume: eau de virginie. brand: au pays de la fleur d oranger. gender: women. country: France. year: 2017. top notes: cardamom  pink pepper  bergamot. middle notes: tuberose  mimosa  ylang ylang  gardenia. base notes: sandalwood  vanilla  sweet notes. main accords: tuberose tuberose tuberose tuberose tuberose white floral white floral white floral white floral warm spicy warm spicy warm spicy yellow floral yellow floral aromatic.,2
https://www.fragrantica.com/perfume/au-pays-de-la-fleur-d-oranger/rose-irisee-24887.html,rose irisee,au pays de la fleur d oranger,France,women,"3,59",87,2014,vermouth  orange  bergamot,iris  almond  rose  ylang ylang,cedar  woody notes  musk  sandalwood  patchouli  vanilla,woody,iris,powdery,violet,earthy,"['woody', 'iris', 'powdery', 'violet', 'earthy']",woody woody woody woody woody iris iris iris iris powdery powdery powdery violet violet earthy,perfume: rose irisee. brand: au pays de la fleur d oranger. gender: women. country: France. year: 2014. top notes: vermouth  orange  bergamot. middle notes: iris  almond  rose  ylang ylang. base notes: cedar  woody notes  musk  sandalwood  patchouli  vanilla. main accords: woody woody woody woody woody iris iris iris iris powdery powdery powdery violet violet earthy.,3
https://www.fragrantica.com/perfume/avon/city-rush-for-him-15787.html,city rush for him,avon,USA,men,"3,6",52,2012,bourbon pepper  apple  mandarin orange,dahlia  clary sage  geranium,kashmir wood  sandalwood  musk,fresh spicy,woody,musky,fruity,warm spicy,"['fresh spicy', 'woody', 'musky', 'fruity', 'warm spicy']",fresh spicy fresh spicy fresh spicy fresh spicy fresh spicy woody woody woody woody musky musky musky fruity fruity warm spicy,perfume: city rush for him. brand: avon. gender: men. country: USA. year: 2012. top notes: bourbon pepper  apple  mandarin orange. middle notes: dahlia  clary sage  geranium. base notes: kashmir wood  sandalwood  musk. main accords: fresh spicy fresh spicy fresh spicy fresh spicy fresh spicy woody woody woody woody musky musky musky fruity fruity warm spicy.,0
https://www.fragrantica.com/perfume/avon/city-rush-glamour-18256.html,city rush glamour,avon,USA,women,"3,6",158,2013,violet leaf,orchid,sandalwood,ozonic,floral,aquatic,powdery,woody,"['ozonic', 'floral', 'aquatic', 'powdery', 'woody']",ozonic ozonic ozonic ozonic ozonic floral floral floral floral aquatic aquatic aquatic powdery powdery woody,perfume: city rush glamour. brand: avon. gender: women. country: USA. year: 2013. top notes: violet leaf. middle notes: orchid. base notes: sandalwood. main accords: ozonic ozonic ozonic ozonic ozonic floral floral floral floral aquatic aquatic aquatic powdery powdery woody.,3
https://www.fragrantica.com/perfume/avon/fleur-24944.html,fleur,avon,USA,women,"3,6",234,2014,mango  passion flower  mandarin orange,apple blossom  marigold  rose,iris  musk  woody notes,fruity,tropical,floral,sweet,citrus,"['fruity', 'tropical', 'floral', 'sweet', 'citrus']",fruity fruity fruity fruity fruity tropical tropical tropical tropical floral floral floral sweet sweet citrus,perfume: fleur. brand: avon. gender: women. country: USA. year: 2014. top notes: mango  passion flower  mandarin orange. middle notes: apple blossom  marigold  rose. base notes: iris  musk  woody notes. main accords: fruity fruity fruity fruity fruity tropical tropical tropical tropical floral floral floral sweet sweet citrus.,4
https://www.fragrantica.com/perfume/avon/herstory-love-inspires-65850.html,herstory love inspires,avon,USA,women,"3,6",184,2021,apricot  mandarin orange  jasmine,brandy  iris  gardenia,praline  amber  vetiver,sweet,woody,lactonic,iris,powdery,"['sweet', 'woody', 'lactonic', 'iris', 'powdery']",sweet sweet sweet sweet sweet woody woody woody woody lactonic lactonic lactonic iris iris powdery,perfume: herstory love inspires. brand: avon. gender: women. country: USA. year: 2021. top notes: apricot  mandarin orange  jasmine. middle notes: brandy  iris  gardenia. base notes: praline  amber  vetiver. main accords: sweet sweet sweet sweet sweet woody woody woody woody lactonic lactonic lactonic iris iris powdery.,3
https://www.fragrantica.com/perfume/avon/imari-2015-31575.html,imari 2015,avon,USA,women,"3,6",359,2015,aldehydes  bergamot  italian lemon,iris  rose  jasmine,patchouli  amber  vanilla,citrus,aldehydic,iris,powdery,fresh,"['citrus', 'aldehydic', 'iris', 'powdery', 'fresh']",citrus citrus citrus citrus citrus aldehydic aldehydic aldehydic aldehydic iris iris iris powdery powdery fresh,perfume: imari 2015. brand: avon. gender: women. country: USA. year: 2015. top notes: aldehydes  bergamot  italian lemon. middle notes: iris  rose  jasmine. base notes: patchouli  amber  vanilla. main accords: citrus citrus citrus citrus citrus aldehydic aldehydic aldehydic aldehydic iris iris iris powdery powdery fresh.,3
https://www.fragrantica.com/perfume/avon/avon-life-by-kenzo-takada-for-her-39829.html,avon life by kenzo takada for her,avon,USA,women,"3,6",682,2016,water lily  citruses  white tea  red apple,peony  violet  japanese cherry blossom,iris  ambrette (musk mallow)  patchouli,floral,fresh,violet,citrus,powdery,"['floral', 'fresh', 'violet', 'citrus', 'powdery']",floral floral floral floral floral fresh fresh fresh fresh violet violet violet citrus citrus powdery,perfume: avon life by kenzo takada for her. brand: avon. gender: women. country: USA. year: 2016. top notes: water lily  citruses  white tea  red apple. middle notes: peony  violet  japanese cherry blossom. base notes: iris  ambrette (musk mallow)  patchouli. main accords: floral floral floral floral floral fresh fresh fresh fresh violet violet violet citrus citrus powdery.,2
https://www.fragrantica.com/perfume/avon/always-2018-50746.html,always 2018,avon,USA,women,"3,6",281,2018,neroli  plum  bergamot,rose  peony  mandarin blossom,sandalwood  vanilla  apricot,rose,floral,fresh,woody,citrus,"['rose', 'floral', 'fresh', 'woody', 'citrus']",rose rose rose rose rose floral floral floral floral fresh fresh fresh woody woody citrus,perfume: always 2018. brand: avon. gender: women. country: USA. year: 2018. top notes: neroli  plum  bergamot. middle notes: rose  peony  mandarin blossom. base notes: sandalwood  vanilla  apricot. main accords: rose rose rose rose rose floral floral floral floral fresh fresh fresh woody woody citrus.,2
https://www.fragrantica.com/perfume/azzaro/azzaro-chrome-parfum-79268.html,azzaro chrome parfum,azzaro,France,men,"3,6",184,2023,bergamot,sage,fir resin,aromatic,fresh spicy,woody,herbal,conifer,"['aromatic', 'fresh spicy', 'woody', 'herbal', 'conifer']",aromatic aromatic aromatic aromatic aromatic fresh spicy fresh spicy fresh spicy fresh spicy woody woody woody herbal herbal conifer,perfume: azzaro chrome parfum. brand: azzaro. gender: men. country: France. year: 2023. top notes: bergamot. middle notes: sage. base notes: fir resin. main accords: aromatic aromatic aromatic aromatic aromatic fresh spicy fresh spicy fresh spicy fresh spicy woody woody woody herbal herbal conifer.,1
https://www.fragrantica.com/perfume/azzaro/wanted-tonic-59733.html,wanted tonic,azzaro,France,men,"3,6",412,2020,lime,ginger,patchouli,citrus,warm spicy,patchouli,woody,conifer,"['citrus', 'warm spicy', 'patchouli', 'woody', 'conifer']",citrus citrus citrus citrus citrus warm spicy warm spicy warm spicy warm spicy patchouli patchouli patchouli woody woody conifer,perfume: wanted tonic. brand: azzaro. gender: men. country: France. year: 2020. top notes: lime. middle notes: ginger. base notes: patchouli. main accords: citrus citrus citrus citrus citrus warm spicy warm spicy warm spicy warm spicy patchouli patchouli patchouli woody woody conifer.,0
https://www.fragrantica.com/perfume/calvin-klein/my-euphoria-82739.html,my euphoria,calvin klein,USA,women,"3,6",217,2023,black currant,orchid  sesame  tuberose,sandalwood  agarwood (oud)  bamboo,woody,fruity,floral,powdery,soft spicy,"['woody', 'fruity', 'floral', 'powdery', 'soft spicy']",woody woody woody woody woody fruity fruity fruity fruity floral floral floral powdery powdery soft spicy,perfume: my euphoria. brand: calvin klein. gender: women. country: USA. year: 2023. top notes: black currant. middle notes: orchid  sesame  tuberose. base notes: sandalwood  agarwood (oud)  bamboo. main accords: woody woody woody woody woody fruity fruity fruity fruity floral floral floral powdery powdery soft spicy.,4
https://www.fragrantica.com/perfume/clean/warm-cotton-reserve-blend-35233.html,warm cotton reserve blend,clean,USA,unisex,"3,6",795,2016,aldehydes  ozonic notes  watery notes  ginger,green notes  floral notes  mint  pepper,musk  vetiver  incense,fresh,aldehydic,ozonic,green,aquatic,"['fresh', 'aldehydic', 'ozonic', 'green', 'aquatic']",fresh fresh fresh fresh fresh aldehydic aldehydic aldehydic aldehydic ozonic ozonic ozonic green green aquatic,perfume: warm cotton reserve blend. brand: clean. gender: unisex. country: USA. year: 2016. top notes: aldehydes  ozonic notes  watery notes  ginger. middle notes: green notes  floral notes  mint  pepper. base notes: musk  vetiver  incense. main accords: fresh fresh fresh fresh fresh aldehydic aldehydic aldehydic aldehydic ozonic ozonic ozonic green green aquatic.,1
https://www.fragrantica.com/perfume/comme-des-garcons/comme-des-garcons-series-7-sweet-sticky-cake-4380.html,comme des garcons series 7 sweet sticky cake,comme des garcons,France,unisex,"3,6",191,2005,honey  pistachio  almond,iris,milk  sugar  myrhh,sweet,lactonic,honey,nutty,iris,"['sweet', 'lactonic', 'honey', 'nutty', 'iris']",sweet sweet sweet sweet sweet lactonic lactonic lactonic lactonic honey honey honey nutty nutty iris,perfume: comme des garcons series 7 sweet sticky cake. brand: comme des garcons. gender: unisex. country: France. year: 2005. top notes: honey  pistachio  almond. middle notes: iris. base notes: milk  sugar  myrhh. main accords: sweet sweet sweet sweet sweet lactonic lactonic lactonic lactonic honey honey honey nutty nutty iris.,3
https://www.fragrantica.com/perfume/estee-lauder/blushing-sands-69703.html,blushing sands,estee lauder,France,unisex,"3,6",230,2021,haitian vetiver,pink pepper,musk,musky,aromatic,woody,earthy,soft spicy,"['musky', 'aromatic', 'woody', 'earthy', 'soft spicy']",musky musky musky musky musky aromatic aromatic aromatic aromatic woody woody woody earthy earthy soft spicy,perfume: blushing sands. brand: estee lauder. gender: unisex. country: France. year: 2021. top notes: haitian vetiver. middle notes: pink pepper. base notes: musk. main accords: musky musky musky musky musky aromatic aromatic aromatic aromatic woody woody woody earthy earthy soft spicy.,1
https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-eau-de-toilette-6084.html,emporio armani diamonds eau de toilette,giorgio armani,Italy,women,"3,6",402,2009,pink pepper  bergamot,rose,vetiver  musk,rose,musky,aromatic,soft spicy,citrus,"['rose', 'musky', 'aromatic', 'soft spicy', 'citrus']",rose rose rose rose rose musky musky musky musky aromatic aromatic aromatic soft spicy soft spicy citrus,perfume: emporio armani diamonds eau de toilette. brand: giorgio armani. gender: women. country: Italy. year: 2009. top notes: pink pepper  bergamot. middle notes: rose. base notes: vetiver  musk. main accords: rose rose rose rose rose musky musky musky musky aromatic aromatic aromatic soft spicy soft spicy citrus.,3
https://www.fragrantica.com/perfume/goldfield-banks-australia/wood-infusion-47953.html,wood infusion,goldfield banks australia,Australia,unisex,"3,6",477,2016,sweet orange,lavender  italian iris  amber,exotic woods  agarwood (oud)  island musk  indonesian patchouli leaf,woody,oud,powdery,lavender,iris,"['woody', 'oud', 'powdery', 'lavender', 'iris']",woody woody woody woody woody oud oud oud oud powdery powdery powdery lavender lavender iris,perfume: wood infusion. brand: goldfield banks australia. gender: unisex. country: Australia. year: 2016. top notes: sweet orange. middle notes: lavender  italian iris  amber. base notes: exotic woods  agarwood (oud)  island musk  indonesian patchouli leaf. main accords: woody woody woody woody woody oud oud oud oud powdery powdery powdery lavender lavender iris.,3
https://www.fragrantica.com/perfume/goldfield-banks-australia/island-lush-77139.html,island lush,goldfield banks australia,Australia,unisex,"3,6",260,2023,nutmeg  pink pepper  ginger  bergamot,guaiac wood  cedar  iris  geranium,leather  sandalwood  vetiver  benzoin  patchouli,woody,warm spicy,fresh spicy,leather,powdery,"['woody', 'warm spicy', 'fresh spicy', 'leather', 'powdery']",woody woody woody woody woody warm spicy warm spicy warm spicy warm spicy fresh spicy fresh spicy fresh spicy leather leather powdery,perfume: island lush. brand: goldfield banks australia. gender: unisex. country: Australia. year: 2023. top notes: nutmeg  pink pepper  ginger  bergamot. middle notes: guaiac wood  cedar  iris  geranium. base notes: leather  sandalwood  vetiver  benzoin  patchouli. main accords: woody woody woody woody woody warm spicy warm spicy warm spicy warm spicy fresh spicy fresh spicy fresh spicy leather leather powdery.,0
https://www.fragrantica.com/perfume/issey-miyake/l-eau-d-issey-solar-violet-90128.html,l eau d issey solar violet,issey miyake,Japan,women,"3,6",112,2024,pear,violet,iris,violet,powdery,iris,fruity,fresh,"['violet', 'powdery', 'iris', 'fruity', 'fresh']",violet violet violet violet violet powdery powdery powdery powdery iris iris iris fruity fruity fresh,perfume: l eau d issey solar violet. brand: issey miyake. gender: women. country: Japan. year: 2024. top notes: pear. middle notes: violet. base notes: iris. main accords: violet violet violet violet violet powdery powdery powdery powdery iris iris iris fruity fruity fresh.,3
https://www.fragrantica.com/perfume/jean-paul-gaultier/la-belle-le-parfum-2024-93892.html,la belle le parfum 2024,jean paul gaultier,France,women,"3,6",42,2024,pear,vanilla,tonka,vanilla,sweet,fruity,amber,aquatic,"['vanilla', 'sweet', 'fruity', 'amber', 'aquatic']",vanilla vanilla vanilla vanilla vanilla sweet sweet sweet sweet fruity fruity fruity amber amber aquatic,perfume: la belle le parfum 2024. brand: jean paul gaultier. gender: women. country: France. year: 2024. top notes: pear. middle notes: vanilla. base notes: tonka. main accords: vanilla vanilla vanilla vanilla vanilla sweet sweet sweet sweet fruity fruity fruity amber amber aquatic.,4
https://www.fragrantica.com/perfume/jimmy-choo/flash-17223.html,flash,jimmy choo,UK,women,"3,6",1922,2013,pink pepper  big strawberry  tangerine,tuberose  white lily  jasmine,heliotrope  white wood,white floral,fruity,sweet,soft spicy,tuberose,"['white floral', 'fruity', 'sweet', 'soft spicy', 'tuberose']",white floral white floral white floral white floral white floral fruity fruity fruity fruity sweet sweet sweet soft spicy soft spicy tuberose,perfume: flash. brand: jimmy choo. gender: women. country: UK. year: 2013. top notes: pink pepper  big strawberry  tangerine. middle notes: tuberose  white lily  jasmine. base notes: heliotrope  white wood. main accords: white floral white floral white floral white floral white floral fruity fruity fruity fruity sweet sweet sweet soft spicy soft spicy tuberose.,2
https://www.fragrantica.com/perfume/jo-malone-london/yellow-hibiscus-65929.html,yellow hibiscus,jo malone london,UK,unisex,"3,6",152,2021,hibiscus,rose  lime,white musk,rose,musky,floral,citrus,powdery,"['rose', 'musky', 'floral', 'citrus', 'powdery']",rose rose rose rose rose musky musky musky musky floral floral floral citrus citrus powdery,perfume: yellow hibiscus. brand: jo malone london. gender: unisex. country: UK. year: 2021. top notes: hibiscus. middle notes: rose  lime. base notes: white musk. main accords: rose rose rose rose rose musky musky musky musky floral floral floral citrus citrus powdery.,3
